iter	MAE
0	0.5530275733
1	0.5024308597
2	0.4565920009
3	0.4174049131
4	0.3803694167
5	0.3510837324
6	0.3206390704
7	0.2955560058
8	0.2761563687
9	0.2554298368
10	0.2394594191
11	0.2229289455
12	0.2108460422
13	0.2001102499
14	0.1887758081
15	0.1783561304
16	0.169080748
17	0.1633048178
18	0.1581598091
19	0.1541741465
20	0.1485143163
21	0.1435888737
22	0.1403694825
23	0.1361023194
24	0.1344439723
25	0.1305974304
26	0.1279364426
27	0.1263053131
28	0.1244154706
29	0.1215789738
30	0.1209762582
31	0.119780347
32	0.1185059205
33	0.1169886073
34	0.1152535457
35	0.1139328147
36	0.1128013691
37	0.1125312641
38	0.1119471704
39	0.1100649961
40	0.1097652435
41	0.109634982
42	0.1090994391
43	0.1082843619
44	0.107712948
45	0.1069620149
46	0.1064457097
47	0.1051469368
48	0.1043432801
49	0.1035939494
50	0.1034970685
51	0.1031075677
52	0.102785249
53	0.1026309252
54	0.1025332132
55	0.1022934343
56	0.1019799301
57	0.1017535958
58	0.1017166385
59	0.1013150879
60	0.101048568
61	0.1010424965
62	0.1006576777
63	0.1005842375
64	0.1004155949
65	0.1001287828
66	0.09998898943
67	0.09998771528
68	0.09970601584
69	0.09954926922
70	0.0995262197
71	0.09949320427
72	0.09943841569
73	0.09920147459
74	0.09903861478
75	0.09881260067
76	0.09878140681
77	0.0987791695
78	0.09877613448
79	0.09874625617
80	0.09862896082
81	0.09845391219
82	0.09844008779
83	0.09808379939
84	0.09787742204
85	0.09783368018
86	0.09780649022
87	0.09778351669
88	0.09777914428
89	0.09761389071
90	0.09681566146
91	0.09679755621
92	0.09678508254
93	0.09675504982
94	0.09666133827
95	0.09656733261
96	0.09633120472
97	0.09556947668
98	0.09515567422
99	0.09464240242
100	0.09426910509
101	0.09390587132
102	0.09361056974
103	0.0932395032
104	0.09291035229
105	0.09231013282
106	0.09219505766
107	0.09185346327
108	0.0915543569
109	0.09123666226
110	0.09077000718
111	0.09033463682
112	0.09001256704
113	0.08955770431
114	0.08920173413
115	0.08877458289
116	0.08857576507
117	0.08835522801
118	0.08815843527
119	0.0877289516
120	0.08740153599
121	0.08733924284
122	0.08700252237
123	0.08659003085
124	0.08635397811
125	0.08612046905
126	0.08597589258
127	0.0859040392
128	0.0858319612
129	0.08578074151
130	0.08576173394
131	0.08560420417
132	0.08542443003
133	0.08513492349
134	0.08500202285
135	0.08481397893
136	0.08462711419
137	0.08436497434
138	0.08412980164
139	0.08385538993
140	0.08363053848
141	0.0834428347
142	0.08326563829
143	0.08304471782
144	0.08301550253
145	0.08288872943
146	0.08285035254
147	0.08270626213
148	0.08257420011
149	0.08242232674
150	0.08229252349
151	0.08221630501
152	0.08214404726
153	0.08213204022
154	0.08205425303
155	0.0818811756
156	0.08170813285
157	0.08155560244
158	0.08150848556
159	0.08147579176
160	0.08146131331
161	0.0812848356
162	0.08127957026
163	0.08119144346
164	0.08103179076
165	0.08101908786
166	0.08100900733
167	0.08093951462
168	0.08093105908
169	0.08092753551
170	0.08091264959
171	0.08090206813
172	0.08086587278
173	0.08082996319
174	0.08076232647
175	0.08069913377
176	0.08060250718
177	0.08047881611
178	0.08036302829
179	0.08025839652
180	0.08013366198
181	0.08004536243
182	0.08004009228
183	0.08002926227
184	0.07998083296
185	0.07994992827
186	0.07992254102
187	0.07990345332
188	0.07984256356
189	0.07980615703
190	0.079606601
191	0.07952574081
192	0.07942473506
193	0.07934764572
194	0.07929137194
195	0.07929124627
196	0.07916782989
197	0.07905366351
198	0.07892038454
199	0.07891549826
200	0.0789101433
201	0.0788819575
202	0.07885993192
203	0.07879912858
204	0.0787924467
205	0.07875081098
206	0.07858881531
207	0.07849731364
208	0.07843032429
209	0.0783047959
210	0.07816810813
211	0.07813232155
212	0.07810944657
213	0.07810763244
214	0.07809491968
215	0.07808983119
216	0.07808848344
217	0.07808796684
218	0.07808767578
219	0.07808724478
220	0.07808713322
221	0.07806572068
222	0.07806484235
223	0.07805940764
224	0.07805057075
225	0.07804202457
226	0.07804127544
227	0.07804078249
228	0.07803642756
229	0.07802821461
230	0.07802344086
231	0.0779945923
232	0.07799307272
233	0.07799249812
234	0.07799066308
235	0.07797914123
236	0.07787000665
237	0.07784408361
238	0.0778242042
239	0.07782071421
240	0.07776499445
241	0.07763683425
242	0.07754112809
243	0.07753270671
244	0.07747338839
245	0.07735786596
246	0.07734161701
247	0.077326536
248	0.07730044601
249	0.07720687982
250	0.07716848382
251	0.07712962298
252	0.07710240847
253	0.07708538893
254	0.07703830569
255	0.07703489843
256	0.07702729179
257	0.07699074142
258	0.07689924806
259	0.07688335084
260	0.07678250047
261	0.07678077018
262	0.07677728445
263	0.07676527583
264	0.07675099785
265	0.07672659897
266	0.07671616641
267	0.07671159298
268	0.07670368196
269	0.07670244632
270	0.07670221193
271	0.07668410222
272	0.0766181683
273	0.07654226262
274	0.07646337368
275	0.07645730509
276	0.07635757274
277	0.07633077084
278	0.07629404865
279	0.07623210986
280	0.07617329682
281	0.07614691766
282	0.07613885472
283	0.07613798897
284	0.07613764239
285	0.07612250279
286	0.07611588265
287	0.07609833904
288	0.07599160754
289	0.07594701492
290	0.07594043264
291	0.0758720332
292	0.07586596293
293	0.07583399939
294	0.07574171904
295	0.07572393918
296	0.07566403062
297	0.07566284782
298	0.07566116084
299	0.07562019224
300	0.07559444621
301	0.07559414623
302	0.07555772333
303	0.07554981988
304	0.07554777864
305	0.07554571752
306	0.07554058172
307	0.07552577526
308	0.07541909972
309	0.07541559962
310	0.07541544964
311	0.07539903167
312	0.07539645512
313	0.07539606861
314	0.07538947842
315	0.07538469589
316	0.07538182587
317	0.07537433607
318	0.07537394868
319	0.07536017285
320	0.07535940052
321	0.07535706239
322	0.07535512027
323	0.07535252149
324	0.0753420548
325	0.07532986985
326	0.07532858895
327	0.07532365022
328	0.0753206928
329	0.07527934723
330	0.0752117631
331	0.07521015649
332	0.07520886702
333	0.07520840411
334	0.07515392782
335	0.07510824708
336	0.07503987304
337	0.07503954648
338	0.07502256977
339	0.07502202644
340	0.07502048485
341	0.07500391209
342	0.07500064156
343	0.07499794871
344	0.07499287989
345	0.07498385102
346	0.07492855334
347	0.07492729865
348	0.07492345321
349	0.07491549096
350	0.07485130327
351	0.07476288943
352	0.07476128462
353	0.07476117979
354	0.07476112161
355	0.07476108833
356	0.07475850111
357	0.07474414158
358	0.07473843688
359	0.07473098691
360	0.07470077068
361	0.07468000639
362	0.07467942964
363	0.07467559217
364	0.07467522801
365	0.0746721006
366	0.07466713095
367	0.07463402222
368	0.07462118084
369	0.07462024871
370	0.07461970028
371	0.07461211666
372	0.07461193776
373	0.07461142931
374	0.07461069286
375	0.07457638649
376	0.07449918199
377	0.07447657649
378	0.07447508143
379	0.0744378917
380	0.07443024951
381	0.07440613724
382	0.07439707245
383	0.07439589592
384	0.0743788024
385	0.07437633969
386	0.07433415868
387	0.0743337427
388	0.07433336264
389	0.07429494572
390	0.07428815154
391	0.07424736065
392	0.07421604161
393	0.07421102183
394	0.07421095765
395	0.07417551594
396	0.07417516473
397	0.07416571087
398	0.0741523824
399	0.07407353673
400	0.07401621486
401	0.07398979805
402	0.07398898533
403	0.07398740294
404	0.07398075091
405	0.07390873603
406	0.07387170182
407	0.07386315392
408	0.0738340395
409	0.07377724495
410	0.07376426168
411	0.07374279327
412	0.07370250708
413	0.07369580516
414	0.07366402224
415	0.07366362243
416	0.07366168676
417	0.07364877459
418	0.07363201726
419	0.07363199044
420	0.07361203588
421	0.07360794047
422	0.07360404268
423	0.07356574836
424	0.07354400422
425	0.07354399318
426	0.07354314667
427	0.07354301434
428	0.07353965637
429	0.07350451379
430	0.07339205047
431	0.07339204638
432	0.07339059443
433	0.07339048946
434	0.07339042363
435	0.07338977504
436	0.07338387933
437	0.0733807197
438	0.07336357432
439	0.07336356127
440	0.07336353268
441	0.07336326672
442	0.07336320148
443	0.07336307852
444	0.07336279437
445	0.07336277977
446	0.07334980766
447	0.07334601822
448	0.07334600731
449	0.07333761583
450	0.07332764297
451	0.07332747774
452	0.0733224856
453	0.07331933594
454	0.07331513729
455	0.07331480121
456	0.07331396987
457	0.07330454915
458	0.07329148348
459	0.07329040396
460	0.0732304651
461	0.07318025473
462	0.07317079306
463	0.07316904362
464	0.07315640119
465	0.07315121892
466	0.07314938108
467	0.07314698657
468	0.07314552185
469	0.07313931356
470	0.07313892855
471	0.07313673881
472	0.07313649808
473	0.07313236935
474	0.0731322616
475	0.07313225077
476	0.07309817283
477	0.07309814675
478	0.07309798333
479	0.0730956801
480	0.07309544611
481	0.07309532093
482	0.07309531318
483	0.07302936085
484	0.07297718206
485	0.07297709264
486	0.07297708988
487	0.07297707983
488	0.07294450617
489	0.07294445376
490	0.07294417816
491	0.07293935256
492	0.07293049624
493	0.07287723551
494	0.0728772103
495	0.07287485808
496	0.07287307056
497	0.07286968408
498	0.07285500928
499	0.07279177337
500	0.07275931611
501	0.07271304847
502	0.07271246918
503	0.07271234403
504	0.0727123149
505	0.07271203387
506	0.07271201201
507	0.07271199677
508	0.07270835185
509	0.07270829825
510	0.07270717354
511	0.07270700594
512	0.07270699536
513	0.07270602234
514	0.07269290731
515	0.07265666697
516	0.07265651744
517	0.07265351725
518	0.07265248076
519	0.07265246267
520	0.0726524549
521	0.07265225021
522	0.07265220168
523	0.072643467
524	0.07263864796
525	0.0726329293
526	0.07261317836
527	0.07259967888
528	0.07259788895
529	0.07258756824
530	0.07257155394
531	0.07257154575
532	0.07254555819
533	0.0724774762
534	0.07245813051
535	0.07245490042
536	0.07243705132
537	0.07243373377
538	0.07243071114
539	0.07242468314
540	0.07238580924
541	0.07237672966
542	0.07237531736
543	0.07237135426
544	0.07233518523
545	0.07230535167
546	0.07229562672
547	0.0722652596
548	0.07225157379
549	0.07225117559
550	0.07223600914
551	0.07222165006
552	0.0721968494
553	0.0721880742
554	0.07217240074
555	0.07210951981
556	0.07209366628
557	0.07208816972
558	0.07208509045
559	0.07207841099
560	0.07207686588
561	0.07207022871
562	0.07206950064
563	0.0720332495
564	0.07198692304
565	0.07195993457
566	0.07195495515
567	0.07194686043
568	0.07191990398
569	0.0719189271
570	0.0719161685
571	0.07191614349
572	0.07191330955
573	0.07191273067
574	0.07189296355
575	0.07184967224
576	0.07184857177
577	0.07184811751
578	0.07184011336
579	0.07182769469
580	0.07182568908
581	0.07179987744
582	0.07175719823
583	0.07173612121
584	0.07169931562
585	0.07167303202
586	0.0716707589
587	0.07166923471
588	0.07165572671
589	0.07165552642
590	0.07165210324
591	0.07164270544
592	0.07164264718
593	0.07164252258
594	0.07163478492
595	0.0716191861
596	0.07161842344
597	0.07161819524
598	0.07161808996
599	0.07161506199
600	0.07158660089
601	0.0715752174
602	0.07157516054
603	0.07157104942
604	0.07153243419
605	0.07153031267
606	0.07152892534
607	0.07150495141
608	0.07150162742
609	0.07149116094
610	0.07148995337
611	0.07148957416
612	0.07148859503
613	0.07146481663
614	0.0714637007
615	0.07146181505
616	0.07145837213
617	0.07143590825
618	0.07143552093
619	0.07143440544
620	0.07143339259
621	0.0714331759
622	0.07143176382
623	0.07143093655
624	0.07143055549
625	0.07141805904
626	0.07141033175
627	0.07140768643
628	0.07140649936
629	0.07140485607
630	0.07138487966
631	0.07138473358
632	0.07138356531
633	0.07138353482
634	0.07138325914
635	0.07138264474
636	0.07138255133
637	0.07138241572
638	0.07138233529
639	0.07135604558
640	0.07134619641
641	0.07128809304
642	0.07126238218
643	0.07125923035
644	0.07125681908
645	0.07125616726
646	0.07125605231
647	0.07125507688
648	0.07125051968
649	0.07124589989
650	0.07124408572
651	0.07124133074
652	0.07124051998
653	0.07124031324
654	0.07124027569
655	0.07123988956
656	0.07123924822
657	0.07122473643
658	0.07122085086
659	0.07122051605
660	0.07121208894
661	0.07121127512
662	0.07121122212
663	0.07116471508
664	0.07112980854
665	0.07112069528
666	0.07112054312
667	0.07110283518
668	0.0710783131
669	0.07103620855
670	0.071013543
671	0.07099604722
672	0.0709605345
673	0.07096005798
674	0.07093750733
675	0.070914067
676	0.07091398931
677	0.07091332625
678	0.07091332471
679	0.07091299296
680	0.07091260228
681	0.07090983069
682	0.07089015846
683	0.07089006976
684	0.07088980439
685	0.07088782349
686	0.07088780008
687	0.07085957816
688	0.07085171651
689	0.07085164055
690	0.07084619459
691	0.07084444763
692	0.0708322087
693	0.0708309393
694	0.07083054599
695	0.070826198
696	0.07080561025
697	0.07080390579
698	0.07079209885
699	0.07076696819
700	0.07074446032
701	0.07074287596
702	0.07074282307
703	0.07071325423
704	0.07070813311
705	0.07069027481
706	0.0706779057
707	0.07067301815
708	0.07066480391
709	0.07066453471
710	0.07066253205
711	0.07065460012
712	0.07061448655
713	0.07059597401
714	0.0705465213
715	0.07053301565
716	0.07053224912
717	0.0705278721
718	0.07050561655
719	0.07050112388
720	0.07049200543
721	0.07045635264
722	0.0704419947
723	0.0704419097
724	0.07043900291
725	0.07043830538
726	0.07042339318
727	0.07041811145
728	0.07041335086
729	0.07041209825
730	0.07038437072
731	0.0703758086
732	0.0703742273
733	0.07037335076
734	0.07037260226
735	0.07037245554
736	0.07037235392
737	0.07036125668
738	0.07034261816
739	0.07031929763
740	0.07031535039
741	0.07030923789
742	0.07030128242
743	0.07030125467
744	0.07030095468
745	0.07029694654
746	0.07025208069
747	0.07025188089
748	0.07022185053
749	0.07022034871
750	0.07022003924
751	0.07019668477
752	0.07017023795
753	0.07016982184
754	0.07014687212
755	0.07012210621
756	0.07012110977
757	0.07010907403
758	0.07010651531
759	0.0700946704
760	0.07009058348
761	0.07009044892
762	0.07009034491
763	0.07009004275
764	0.07008927427
765	0.07008920682
766	0.07007231501
767	0.07004672513
768	0.0700466584
769	0.07004180376
770	0.07001839716
771	0.07000077816
772	0.07000075111
773	0.07000064306
774	0.06999913317
775	0.06998858305
776	0.06998428099
777	0.06997953197
778	0.06997517461
779	0.06996730859
780	0.06996699447
781	0.06994312958
782	0.06994129653
783	0.0699400553
784	0.06992786967
785	0.06992512388
786	0.06989565379
787	0.06985925333
788	0.06985912374
789	0.06985904628
790	0.06985878655
791	0.06985821196
792	0.06985767148
793	0.06985306425
794	0.06985218199
795	0.06980531104
796	0.06976684427
797	0.06976519131
798	0.0697609196
799	0.06975865515
800	0.0697347952
801	0.06973439108
802	0.06970180154
803	0.06968458458
804	0.0696735561
