iter	Passed	Remaining
1690	7040	1286
1691	7044	1282
1692	7048	1278
1693	7051	1273
1694	7055	1269
1695	7060	1265
1696	7064	1261
1697	7068	1257
1698	7073	1253
1699	7077	1249
1700	7081	1244
1701	7085	1240
1702	7090	1236
1703	7093	1232
1704	7097	1228
1705	7101	1223
1706	7105	1219
1707	7109	1215
1708	7113	1211
1709	7117	1207
1710	7122	1203
1711	7126	1198
1712	7130	1194
1713	7133	1190
1714	7137	1186
1715	7142	1182
1716	7146	1177
1717	7149	1173
1718	7153	1169
1719	7158	1165
1720	7161	1161
1721	7165	1156
1722	7169	1152
1723	7174	1148
1724	7178	1144
1725	7181	1140
1726	7184	1135
1727	7189	1131
1728	7193	1127
1729	7196	1123
1730	7200	1118
1731	7205	1114
1732	7208	1110
1733	7212	1106
1734	7215	1102
1735	7220	1097
1736	7223	1093
1737	7227	1089
1738	7230	1085
1739	7235	1081
1740	7239	1077
1741	7243	1072
1742	7247	1068
1743	7251	1064
1744	7255	1060
1745	7259	1056
1746	7263	1051
1747	7268	1047
1748	7272	1043
1749	7276	1039
1750	7280	1035
1751	7285	1031
1752	7290	1027
1753	7294	1023
1754	7298	1018
1755	7303	1014
1756	7307	1010
1757	7312	1006
1758	7317	1002
1759	7321	998
1760	7326	994
1761	7329	990
1762	7335	986
1763	7339	981
1764	7343	977
1765	7346	973
1766	7351	969
1767	7356	965
1768	7361	961
1769	7366	957
1770	7371	953
1771	7376	949
1772	7380	944
1773	7384	940
1774	7390	936
1775	7394	932
1776	7398	928
1777	7403	924
1778	7407	920
1779	7411	915
1780	7415	911
1781	7419	907
1782	7423	903
1783	7427	899
1784	7431	895
1785	7436	890
1786	7440	886
1787	7444	882
1788	7448	878
1789	7452	874
1790	7456	870
1791	7460	865
1792	7464	861
1793	7468	857
1794	7472	853
1795	7476	849
1796	7479	844
1797	7483	840
1798	7487	836
1799	7491	832
1800	7495	828
1801	7498	823
1802	7503	819
1803	7507	815
1804	7510	811
1805	7515	807
1806	7520	803
1807	7524	799
1808	7528	794
1809	7531	790
1810	7536	786
1811	7540	782
1812	7544	778
1813	7547	773
1814	7553	769
1815	7561	766
1816	7568	762
1817	7574	758
1818	7577	754
1819	7581	749
1820	7585	745
1821	7589	741
1822	7593	737
1823	7596	732
1824	7601	728
1825	7604	724
1826	7608	720
1827	7612	716
1828	7617	712
1829	7620	707
1830	7624	703
1831	7627	699
1832	7633	695
1833	7636	691
1834	7640	687
1835	7644	682
1836	7648	678
1837	7653	674
1838	7657	670
1839	7662	666
1840	7668	662
1841	7672	658
1842	7676	653
1843	7681	649
1844	7686	645
1845	7689	641
1846	7695	637
1847	7700	633
1848	7704	629
1849	7708	625
1850	7714	620
1851	7718	616
1852	7722	612
1853	7727	608
1854	7733	604
1855	7737	600
1856	7741	596
1857	7747	592
1858	7751	587
1859	7755	583
1860	7760	579
1861	7765	575
1862	7769	571
1863	7773	567
1864	7778	563
1865	7782	558
1866	7786	554
1867	7790	550
1868	7794	546
1869	7797	542
1870	7801	537
1871	7805	533
1872	7810	529
1873	7813	525
1874	7817	521
1875	7821	516
1876	7826	512
1877	7830	508
1878	7834	504
1879	7838	500
1880	7843	496
1881	7847	492
1882	7850	487
1883	7854	483
1884	7859	479
1885	7863	475
1886	7867	471
1887	7871	466
1888	7875	462
1889	7879	458
1890	7882	454
1891	7886	450
1892	7890	446
1893	7894	441
1894	7898	437
1895	7902	433
1896	7907	429
1897	7910	425
1898	7914	420
1899	7918	416
1900	7923	412
1901	7927	408
1902	7931	404
1903	7934	400
1904	7939	395
1905	7943	391
1906	7946	387
1907	7950	383
1908	7954	379
1909	7958	375
1910	7962	370
1911	7965	366
1912	7970	362
1913	7974	358
1914	7978	354
1915	7982	349
1916	7987	345
1917	7991	341
1918	7995	337
1919	7998	333
1920	8003	329
1921	8007	324
1922	8011	320
1923	8014	316
1924	8020	312
1925	8024	308
1926	8027	304
1927	8031	299
1928	8036	295
1929	8040	291
1930	8043	287
1931	8047	283
1932	8052	279
1933	8057	274
1934	8061	270
1935	8065	266
1936	8070	262
1937	8076	258
1938	8080	254
1939	8085	250
1940	8088	245
1941	8092	241
1942	8095	237
1943	8101	233
1944	8105	229
1945	8109	225
1946	8115	220
1947	8119	216
1948	8123	212
1949	8127	208
1950	8133	204
1951	8137	200
1952	8141	195
1953	8145	191
1954	8150	187
1955	8154	183
1956	8158	179
1957	8162	175
1958	8166	170
1959	8170	166
1960	8174	162
1961	8178	158
1962	8182	154
1963	8186	150
1964	8190	145
1965	8194	141
1966	8199	137
1967	8203	133
1968	8207	129
1969	8211	125
1970	8215	120
1971	8219	116
1972	8223	112
1973	8227	108
1974	8231	104
1975	8235	100
1976	8238	95
1977	8242	91
1978	8248	87
1979	8252	83
1980	8256	79
1981	8260	75
1982	8266	70
1983	8270	66
1984	8273	62
1985	8279	58
1986	8283	54
1987	8286	50
1988	8290	45
1989	8295	41
1990	8299	37
1991	8302	33
1992	8305	29
1993	8310	25
1994	8314	20
1995	8318	16
1996	8321	12
1997	8326	8
1998	8330	4
1999	8333	0
