iter	Passed	Remaining
197	824	7504
198	828	7497
199	832	7489
200	836	7484
201	840	7480
202	844	7473
203	847	7464
204	851	7455
205	856	7460
206	860	7453
207	864	7449
208	868	7445
209	874	7451
210	878	7445
211	882	7440
212	886	7435
213	891	7437
214	895	7435
215	899	7426
216	903	7419
217	907	7420
218	911	7416
219	915	7409
220	919	7405
221	924	7404
222	928	7398
223	932	7392
224	936	7390
225	941	7387
226	944	7380
227	948	7375
228	953	7377
229	958	7373
230	962	7369
231	966	7365
232	972	7376
233	976	7369
234	980	7360
235	984	7355
236	989	7357
237	992	7350
238	996	7341
239	1001	7345
240	1005	7342
241	1010	7337
242	1013	7330
243	1018	7329
244	1022	7324
245	1026	7318
246	1030	7311
247	1035	7318
248	1040	7318
249	1044	7312
250	1049	7316
251	1055	7318
252	1059	7312
253	1063	7308
254	1069	7321
255	1077	7342
256	1087	7376
257	1093	7386
258	1098	7382
259	1102	7376
260	1106	7372
261	1110	7366
262	1117	7381
263	1125	7400
264	1130	7398
265	1133	7392
266	1137	7383
267	1140	7373
268	1144	7365
269	1148	7357
270	1151	7349
271	1155	7342
272	1161	7350
273	1166	7349
274	1170	7344
275	1175	7343
276	1184	7365
277	1189	7365
278	1194	7365
279	1199	7369
280	1203	7363
281	1208	7364
282	1215	7376
283	1221	7382
284	1225	7374
285	1231	7381
286	1235	7375
287	1239	7366
288	1243	7360
289	1247	7358
290	1251	7351
291	1255	7344
292	1260	7345
293	1265	7345
294	1269	7339
295	1273	7332
296	1278	7332
297	1282	7324
298	1285	7313
299	1289	7305
300	1295	7309
301	1298	7302
302	1302	7296
303	1306	7287
304	1310	7285
305	1314	7276
306	1318	7269
307	1321	7262
308	1326	7258
309	1330	7252
310	1334	7244
311	1337	7237
312	1342	7237
313	1346	7231
314	1350	7224
315	1354	7218
316	1360	7220
317	1363	7214
318	1367	7206
319	1371	7199
320	1377	7203
321	1381	7197
322	1385	7192
323	1389	7188
324	1393	7181
325	1397	7174
326	1400	7166
327	1405	7162
328	1409	7159
329	1413	7153
330	1417	7148
331	1422	7144
332	1426	7138
333	1429	7132
334	1433	7126
335	1437	7120
336	1441	7114
337	1445	7108
338	1449	7101
339	1453	7097
340	1457	7092
341	1461	7087
342	1465	7080
343	1469	7076
344	1474	7072
345	1478	7067
346	1482	7060
347	1486	7055
348	1490	7050
349	1494	7043
350	1498	7038
351	1502	7035
352	1507	7032
353	1511	7026
354	1515	7021
355	1519	7018
356	1524	7015
357	1528	7008
358	1531	7002
359	1537	7002
360	1541	7000
361	1545	6994
362	1549	6989
363	1554	6986
364	1558	6979
365	1561	6972
366	1565	6967
367	1570	6964
368	1574	6958
369	1578	6951
370	1581	6945
371	1586	6941
372	1589	6935
373	1593	6928
374	1597	6922
375	1601	6918
376	1605	6911
377	1609	6906
378	1613	6900
379	1618	6898
380	1622	6892
381	1625	6885
382	1629	6880
383	1634	6878
384	1639	6875
385	1643	6872
386	1648	6870
387	1652	6867
388	1657	6862
389	1661	6857
390	1665	6855
391	1670	6851
392	1674	6847
393	1678	6841
394	1683	6841
395	1687	6835
396	1691	6828
397	1694	6821
398	1698	6816
399	1702	6811
400	1706	6805
401	1710	6801
402	1715	6798
403	1719	6793
404	1723	6786
405	1726	6780
406	1733	6783
407	1736	6776
408	1740	6770
409	1744	6764
410	1749	6762
411	1752	6756
412	1756	6748
413	1760	6742
414	1764	6739
415	1768	6733
416	1772	6728
417	1776	6723
418	1780	6717
419	1784	6711
420	1787	6704
421	1791	6697
422	1795	6694
423	1800	6690
424	1803	6685
425	1807	6679
426	1813	6679
427	1817	6674
428	1821	6668
429	1825	6664
430	1829	6660
431	1833	6654
432	1837	6648
433	1841	6643
434	1845	6639
435	1849	6633
436	1852	6627
437	1856	6621
438	1860	6616
439	1864	6611
440	1868	6606
441	1872	6601
442	1877	6597
443	1881	6592
444	1885	6587
445	1889	6581
446	1893	6578
447	1897	6573
448	1901	6569
449	1905	6563
450	1910	6561
451	1914	6556
452	1918	6550
453	1922	6546
454	1928	6547
455	1932	6542
456	1935	6536
457	1944	6546
458	1949	6545
459	1952	6538
460	1956	6533
461	1960	6525
462	1963	6518
463	1966	6510
464	1970	6504
465	1974	6500
466	1978	6494
467	1982	6488
468	1985	6483
469	1990	6479
470	1994	6473
471	1997	6467
472	2001	6461
473	2005	6457
474	2009	6452
475	2013	6446
476	2017	6440
477	2021	6437
478	2025	6432
479	2029	6426
480	2033	6420
481	2037	6417
482	2041	6412
483	2046	6409
484	2050	6405
485	2054	6401
486	2059	6397
487	2063	6392
488	2067	6389
489	2072	6386
490	2076	6381
491	2080	6377
492	2085	6376
493	2089	6371
494	2093	6366
495	2097	6360
496	2101	6356
497	2105	6351
498	2110	6347
499	2113	6341
500	2118	6338
501	2122	6333
502	2126	6329
503	2130	6323
504	2135	6323
505	2139	6318
506	2143	6313
507	2148	6309
508	2152	6306
509	2157	6302
510	2161	6297
511	2165	6292
512	2169	6289
513	2173	6284
514	2177	6279
515	2181	6275
516	2186	6271
517	2190	6266
518	2194	6262
519	2199	6258
520	2203	6256
521	2207	6250
522	2211	6245
523	2216	6242
524	2220	6237
525	2224	6232
526	2228	6228
527	2233	6226
528	2237	6221
529	2241	6216
530	2245	6212
531	2250	6211
532	2255	6206
533	2259	6201
534	2263	6198
535	2267	6194
536	2272	6190
537	2276	6185
538	2280	6182
539	2285	6178
540	2288	6173
541	2293	6168
542	2298	6166
543	2302	6163
544	2307	6159
545	2311	6156
546	2316	6152
547	2320	6147
548	2323	6142
549	2329	6140
550	2333	6136
551	2337	6131
552	2341	6125
553	2345	6121
554	2349	6116
555	2353	6113
556	2358	6108
557	2363	6106
558	2367	6102
559	2371	6097
560	2375	6092
561	2380	6090
562	2384	6085
563	2388	6080
564	2392	6076
565	2397	6073
566	2401	6068
567	2404	6062
568	2409	6058
569	2413	6054
570	2417	6050
571	2421	6046
572	2426	6042
573	2430	6037
574	2434	6033
575	2438	6028
576	2443	6025
577	2447	6021
578	2451	6017
579	2455	6012
580	2460	6008
581	2464	6004
582	2468	5999
583	2472	5994
584	2476	5991
585	2481	5987
586	2485	5983
587	2490	5979
588	2494	5975
589	2498	5970
590	2502	5966
591	2506	5961
592	2510	5957
593	2514	5952
594	2518	5947
595	2523	5944
596	2527	5940
597	2532	5936
598	2536	5932
599	2540	5927
600	2544	5922
601	2548	5918
602	2552	5914
603	2557	5910
604	2561	5905
605	2565	5901
606	2569	5897
607	2574	5893
608	2578	5888
609	2582	5884
610	2586	5879
611	2590	5875
612	2594	5871
613	2598	5866
614	2603	5862
615	2607	5858
616	2611	5854
617	2616	5850
618	2620	5845
619	2625	5843
620	2629	5838
621	2632	5832
622	2636	5828
623	2641	5825
624	2645	5820
625	2649	5815
626	2654	5812
627	2658	5808
628	2662	5804
629	2667	5799
630	2671	5796
631	2675	5792
632	2680	5787
633	2684	5783
634	2689	5780
635	2693	5775
636	2696	5770
637	2700	5765
638	2705	5761
639	2709	5756
640	2712	5751
641	2716	5746
642	2721	5743
643	2725	5738
644	2729	5733
645	2732	5727
646	2737	5724
647	2741	5719
648	2746	5716
649	2750	5711
650	2754	5706
651	2757	5701
652	2762	5698
653	2766	5694
654	2771	5691
655	2775	5686
656	2779	5682
657	2784	5678
658	2788	5674
659	2792	5669
660	2796	5664
661	2800	5660
662	2805	5657
663	2809	5653
664	2813	5648
665	2818	5645
666	2823	5642
667	2827	5638
668	2831	5633
669	2835	5628
670	2839	5624
671	2843	5619
672	2847	5615
673	2852	5610
674	2856	5606
675	2859	5601
676	2864	5597
677	2868	5593
678	2872	5589
679	2876	5584
680	2881	5580
681	2885	5575
682	2889	5571
683	2892	5565
684	2897	5563
685	2901	5558
686	2905	5553
687	2909	5548
688	2914	5545
689	2918	5541
690	2922	5537
691	2926	5532
692	2931	5529
693	2935	5523
694	2939	5518
695	2943	5514
696	2947	5510
697	2951	5505
698	2955	5500
699	2959	5496
700	2963	5492
701	2967	5487
702	2971	5482
703	2975	5478
704	2980	5475
705	2984	5470
706	2988	5465
707	2992	5461
708	2997	5458
709	3001	5453
710	3005	5448
711	3009	5444
712	3014	5440
713	3018	5435
714	3022	5431
715	3027	5428
716	3031	5424
717	3035	5419
718	3039	5414
719	3044	5411
720	3048	5407
721	3052	5402
722	3055	5397
723	3060	5394
724	3064	5389
725	3068	5384
726	3071	5379
727	3076	5375
728	3080	5370
729	3083	5364
730	3087	5359
731	3092	5356
732	3096	5351
733	3099	5346
734	3103	5342
735	3108	5338
736	3112	5334
737	3116	5329
738	3120	5324
739	3125	5320
740	3129	5316
741	3133	5312
742	3136	5307
743	3141	5303
744	3145	5298
745	3149	5293
746	3153	5289
747	3158	5286
748	3162	5281
749	3166	5276
750	3170	5272
751	3175	5269
752	3179	5264
753	3182	5259
754	3186	5254
755	3191	5252
756	3195	5247
757	3199	5241
758	3203	5237
759	3207	5233
760	3212	5230
761	3216	5225
762	3220	5221
763	3225	5217
764	3228	5212
765	3232	5207
766	3236	5203
767	3240	5198
768	3244	5193
769	3248	5188
770	3252	5184
771	3257	5180
772	3261	5177
773	3266	5173
774	3270	5169
775	3274	5165
776	3278	5160
777	3281	5154
778	3285	5150
779	3289	5145
780	3293	5140
781	3297	5135
782	3300	5130
783	3305	5126
784	3309	5122
785	3313	5117
786	3317	5113
787	3322	5109
788	3325	5104
789	3329	5100
790	3334	5096
791	3338	5091
792	3342	5087
793	3345	5082
794	3350	5078
795	3354	5073
796	3358	5069
797	3362	5064
798	3367	5061
799	3370	5055
800	3374	5051
801	3378	5046
802	3382	5042
803	3386	5038
804	3390	5033
805	3394	5028
806	3399	5026
807	3406	5025
808	3412	5023
809	3417	5020
810	3423	5018
811	3427	5015
812	3432	5012
813	3437	5008
814	3443	5006
815	3447	5002
816	3452	4998
817	3457	4996
818	3461	4992
819	3466	4987
820	3470	4984
821	3475	4980
822	3479	4975
823	3483	4971
824	3489	4969
825	3493	4965
826	3497	4961
827	3501	4956
828	3506	4953
829	3510	4949
830	3515	4944
831	3520	4942
832	3524	4937
833	3528	4933
834	3532	4928
835	3537	4925
836	3541	4920
837	3545	4915
838	3549	4911
839	3554	4908
840	3557	4903
841	3561	4898
842	3565	4893
843	3570	4889
844	3573	4884
845	3577	4880
846	3581	4875
847	3586	4872
848	3590	4868
849	3594	4863
850	3598	4858
851	3602	4854
852	3606	4849
853	3610	4844
854	3614	4840
855	3619	4836
856	3623	4832
857	3626	4827
858	3630	4822
859	3636	4820
860	3641	4816
861	3645	4812
862	3650	4809
863	3654	4805
864	3658	4800
865	3662	4795
866	3666	4791
867	3670	4787
868	3674	4782
869	3678	4777
870	3683	4774
871	3687	4770
872	3691	4765
873	3695	4760
874	3699	4756
875	3703	4752
876	3707	4747
877	3711	4742
878	3716	4739
879	3719	4734
880	3723	4729
881	3727	4725
882	3731	4720
883	3735	4716
884	3739	4711
885	3743	4706
886	3747	4701
887	3751	4697
888	3754	4692
889	3758	4687
890	3762	4683
891	3766	4678
892	3770	4673
893	3774	4668
894	3777	4664
895	3782	4659
896	3785	4655
897	3789	4650
898	3793	4646
899	3797	4641
900	3801	4637
901	3805	4632
902	3809	4628
903	3813	4623
904	3817	4619
905	3821	4614
906	3825	4609
907	3829	4605
908	3833	4600
909	3837	4596
910	3840	4591
911	3846	4588
912	3850	4584
913	3854	4579
914	3857	4574
915	3862	4571
916	3866	4566
917	3870	4562
918	3875	4558
919	3879	4554
920	3883	4549
921	3887	4544
922	3892	4541
923	3896	4537
924	3900	4532
925	3904	4528
926	3908	4524
927	3912	4519
928	3916	4514
929	3920	4510
930	3925	4507
931	3929	4502
932	3933	4498
933	3937	4493
934	3943	4491
935	3947	4487
936	3950	4482
937	3954	4477
938	3958	4473
939	3962	4468
940	3966	4464
941	3970	4459
942	3975	4455
943	3978	4450
944	3982	4445
945	3986	4441
946	3990	4437
947	3994	4432
948	3998	4428
949	4002	4423
950	4007	4420
951	4011	4416
952	4015	4411
953	4019	4406
954	4023	4403
955	4027	4398
956	4032	4394
957	4035	4389
958	4040	4385
959	4043	4380
960	4047	4376
961	4051	4371
962	4056	4368
963	4060	4364
964	4064	4359
965	4068	4355
966	4072	4350
967	4076	4346
968	4080	4341
969	4084	4336
970	4088	4332
971	4091	4327
972	4095	4323
973	4099	4318
974	4104	4314
975	4107	4310
976	4111	4305
977	4115	4301
978	4120	4297
979	4124	4293
980	4128	4288
981	4132	4284
982	4136	4279
983	4140	4275
984	4144	4270
985	4148	4266
986	4152	4262
987	4156	4257
988	4160	4253
989	4164	4248
990	4168	4244
991	4172	4239
992	4176	4235
993	4179	4230
994	4185	4227
995	4189	4222
996	4192	4218
997	4196	4213
998	4201	4209
999	4205	4205
1000	4209	4200
1001	4213	4196
1002	4217	4191
1003	4221	4187
1004	4225	4182
1005	4229	4178
1006	4234	4175
1007	4238	4170
1008	4242	4166
1009	4246	4162
1010	4250	4157
1011	4254	4153
1012	4258	4149
1013	4262	4144
1014	4266	4140
1015	4270	4135
1016	4274	4131
1017	4278	4126
1018	4283	4123
1019	4287	4118
1020	4290	4114
1021	4296	4111
1022	4300	4107
1023	4304	4102
1024	4308	4098
1025	4313	4094
1026	4317	4090
1027	4321	4085
1028	4325	4081
1029	4330	4078
1030	4334	4074
1031	4338	4069
1032	4342	4065
1033	4346	4060
1034	4350	4056
1035	4354	4052
1036	4358	4047
1037	4362	4042
1038	4366	4038
1039	4370	4033
1040	4373	4029
1041	4377	4024
1042	4381	4020
1043	4385	4015
1044	4388	4010
1045	4392	4006
1046	4396	4001
1047	4400	3997
1048	4404	3992
1049	4408	3988
1050	4412	3983
1051	4416	3979
1052	4420	3975
1053	4423	3970
1054	4427	3966
1055	4431	3961
1056	4435	3957
1057	4439	3953
1058	4444	3949
1059	4448	3944
1060	4451	3940
1061	4455	3935
1062	4460	3931
1063	4463	3926
1064	4467	3922
1065	4471	3917
1066	4475	3913
1067	4479	3909
1068	4483	3904
1069	4486	3899
1070	4491	3895
1071	4495	3891
1072	4498	3886
1073	4502	3882
1074	4507	3878
1075	4511	3874
1076	4515	3869
1077	4518	3864
1078	4523	3860
1079	4526	3856
1080	4530	3851
1081	4534	3846
1082	4538	3842
1083	4542	3838
1084	4546	3833
1085	4549	3829
1086	4553	3824
1087	4557	3820
1088	4561	3815
1089	4565	3811
1090	4568	3806
1091	4572	3802
1092	4576	3797
1093	4580	3793
1094	4584	3788
1095	4588	3784
1096	4592	3780
1097	4596	3775
1098	4600	3771
1099	4605	3768
1100	4609	3764
1101	4614	3760
1102	4619	3756
1103	4624	3753
1104	4629	3749
1105	4633	3745
1106	4637	3741
1107	4641	3736
1108	4644	3731
1109	4648	3727
1110	4652	3723
1111	4656	3718
1112	4660	3714
1113	4664	3709
1114	4668	3705
1115	4672	3700
1116	4676	3696
1117	4679	3691
1118	4683	3687
1119	4687	3682
1120	4691	3678
1121	4695	3674
1122	4699	3669
1123	4703	3665
1124	4707	3661
1125	4710	3656
1126	4714	3651
1127	4719	3648
1128	4724	3645
1129	4730	3642
1130	4735	3638
1131	4740	3635
1132	4746	3632
1133	4751	3628
1134	4756	3625
1135	4761	3621
1136	4766	3617
1137	4770	3613
1138	4774	3609
1139	4779	3605
1140	4784	3601
1141	4788	3597
1142	4792	3593
1143	4797	3589
1144	4801	3585
1145	4805	3580
1146	4809	3576
1147	4813	3572
1148	4818	3568
1149	4822	3564
1150	4826	3559
1151	4830	3555
1152	4835	3551
1153	4839	3547
1154	4844	3544
1155	4848	3539
1156	4852	3535
1157	4856	3530
1158	4860	3527
1159	4865	3522
1160	4868	3518
1161	4872	3514
1162	4877	3510
1163	4881	3505
1164	4885	3501
1165	4889	3496
1166	4893	3492
1167	4897	3488
1168	4900	3483
1169	4904	3479
1170	4908	3475
1171	4912	3470
1172	4916	3466
1173	4919	3461
1174	4924	3457
1175	4928	3453
1176	4932	3449
1177	4936	3444
1178	4941	3440
1179	4945	3436
1180	4948	3431
1181	4952	3427
1182	4957	3423
1183	4961	3419
1184	4965	3414
1185	4968	3410
1186	4972	3405
1187	4976	3401
1188	4980	3397
1189	4984	3392
1190	4988	3388
1191	4992	3384
1192	4996	3379
1193	5000	3375
1194	5004	3371
1195	5008	3366
1196	5012	3362
1197	5016	3358
1198	5020	3353
1199	5024	3349
1200	5028	3345
1201	5033	3341
1202	5037	3337
1203	5041	3333
1204	5045	3328
1205	5049	3324
1206	5053	3320
1207	5057	3316
1208	5061	3311
1209	5065	3307
1210	5069	3303
1211	5073	3298
1212	5077	3294
1213	5081	3290
1214	5086	3286
1215	5091	3282
1216	5095	3278
1217	5099	3273
1218	5104	3270
1219	5108	3266
1220	5112	3261
1221	5115	3257
1222	5121	3253
1223	5125	3249
1224	5128	3244
1225	5133	3240
1226	5137	3236
1227	5141	3232
1228	5145	3227
1229	5149	3223
1230	5153	3219
1231	5157	3214
1232	5161	3210
1233	5165	3206
1234	5169	3202
1235	5173	3197
1236	5177	3193
1237	5181	3189
1238	5185	3184
1239	5189	3180
1240	5193	3176
1241	5197	3171
1242	5201	3167
1243	5205	3163
1244	5209	3159
1245	5213	3154
1246	5217	3150
1247	5221	3146
1248	5225	3142
1249	5229	3137
1250	5233	3133
1251	5238	3129
1252	5243	3125
1253	5247	3121
1254	5252	3118
1255	5257	3114
1256	5260	3109
1257	5266	3106
1258	5270	3102
1259	5274	3097
1260	5278	3093
1261	5284	3090
1262	5288	3085
1263	5291	3081
1264	5295	3076
1265	5299	3072
1266	5303	3068
1267	5307	3063
1268	5311	3059
1269	5315	3055
1270	5318	3050
1271	5322	3046
1272	5326	3041
1273	5330	3037
1274	5334	3033
1275	5338	3029
1276	5342	3024
1277	5346	3020
1278	5350	3016
1279	5354	3011
1280	5358	3007
1281	5362	3003
1282	5366	2999
1283	5370	2995
1284	5375	2990
1285	5379	2986
1286	5383	2982
1287	5387	2978
1288	5391	2973
1289	5395	2969
1290	5399	2965
1291	5403	2960
1292	5407	2956
1293	5411	2952
1294	5415	2948
1295	5419	2943
1296	5424	2939
1297	5428	2935
1298	5432	2931
1299	5436	2927
1300	5441	2923
1301	5446	2919
1302	5450	2915
1303	5454	2911
1304	5457	2906
1305	5462	2902
1306	5465	2898
1307	5470	2893
1308	5474	2889
1309	5478	2885
1310	5482	2881
1311	5486	2876
1312	5490	2872
1313	5494	2868
1314	5498	2864
1315	5501	2859
1316	5505	2855
1317	5510	2851
1318	5514	2847
1319	5518	2842
1320	5522	2838
1321	5526	2834
1322	5531	2830
1323	5535	2826
1324	5539	2821
1325	5543	2817
1326	5547	2813
1327	5551	2809
1328	5555	2804
1329	5559	2800
1330	5563	2796
1331	5567	2791
1332	5571	2787
1333	5574	2783
1334	5578	2778
1335	5582	2774
1336	5587	2770
1337	5591	2766
1338	5595	2762
1339	5600	2758
1340	5605	2754
1341	5609	2750
1342	5613	2746
1343	5617	2741
1344	5622	2737
1345	5626	2733
1346	5630	2729
1347	5634	2725
1348	5639	2721
1349	5644	2717
1350	5648	2713
1351	5652	2709
1352	5656	2704
1353	5660	2700
1354	5664	2696
1355	5669	2692
1356	5674	2689
1357	5678	2684
1358	5681	2679
1359	5685	2675
1360	5690	2671
1361	5694	2667
1362	5698	2663
1363	5702	2658
1364	5706	2654
1365	5710	2650
1366	5714	2646
1367	5718	2642
1368	5723	2638
1369	5727	2634
1370	5731	2629
1371	5735	2625
1372	5739	2621
1373	5743	2616
1374	5746	2612
1375	5751	2608
1376	5755	2603
1377	5758	2599
1378	5762	2594
1379	5766	2590
1380	5770	2586
1381	5774	2582
1382	5778	2577
1383	5781	2573
1384	5786	2569
1385	5790	2565
1386	5794	2560
1387	5798	2556
1388	5802	2552
1389	5806	2548
1390	5810	2543
1391	5814	2539
1392	5818	2535
1393	5823	2531
1394	5827	2527
1395	5831	2523
1396	5835	2518
1397	5839	2514
1398	5843	2510
1399	5847	2506
1400	5852	2502
1401	5856	2497
1402	5860	2493
1403	5864	2489
1404	5868	2485
1405	5872	2481
1406	5876	2476
1407	5880	2472
1408	5884	2468
1409	5888	2464
1410	5892	2459
1411	5896	2455
1412	5900	2451
1413	5903	2446
1414	5907	2442
1415	5911	2438
1416	5916	2434
1417	5920	2430
1418	5924	2425
1419	5928	2421
1420	5933	2417
1421	5937	2413
1422	5940	2408
1423	5944	2404
1424	5948	2400
1425	5952	2396
1426	5956	2391
1427	5960	2387
1428	5964	2383
1429	5968	2379
1430	5972	2374
1431	5976	2370
1432	5979	2366
1433	5983	2361
1434	5987	2357
1435	5991	2353
1436	5995	2349
1437	5999	2344
1438	6003	2340
1439	6006	2336
1440	6010	2331
1441	6014	2327
1442	6018	2323
1443	6022	2318
1444	6026	2314
1445	6029	2310
1446	6033	2305
1447	6037	2301
1448	6043	2298
1449	6048	2294
1450	6053	2290
1451	6058	2286
1452	6062	2282
1453	6066	2278
1454	6071	2274
1455	6080	2271
1456	6090	2269
1457	6097	2266
1458	6101	2262
1459	6105	2258
1460	6108	2253
1461	6111	2249
1462	6116	2245
1463	6119	2240
1464	6123	2236
1465	6127	2231
1466	6131	2227
1467	6135	2223
1468	6138	2219
1469	6142	2214
1470	6146	2210
1471	6150	2206
1472	6154	2201
1473	6158	2197
1474	6161	2193
1475	6166	2189
1476	6169	2184
1477	6173	2180
1478	6177	2176
1479	6182	2172
1480	6186	2167
1481	6189	2163
1482	6193	2159
1483	6198	2155
1484	6203	2151
1485	6207	2147
1486	6210	2142
1487	6215	2138
1488	6218	2134
1489	6222	2129
1490	6226	2125
1491	6230	2121
1492	6234	2117
1493	6238	2112
1494	6243	2108
1495	6247	2104
1496	6251	2100
1497	6255	2096
1498	6259	2092
1499	6263	2087
1500	6267	2083
1501	6271	2079
1502	6276	2075
1503	6280	2071
1504	6284	2067
1505	6288	2062
1506	6293	2058
1507	6297	2054
1508	6302	2050
1509	6306	2046
1510	6309	2042
1511	6314	2037
1512	6317	2033
1513	6321	2029
1514	6325	2025
1515	6330	2021
1516	6334	2016
1517	6337	2012
1518	6341	2008
1519	6346	2004
1520	6351	2000
1521	6355	1995
1522	6358	1991
1523	6363	1987
1524	6366	1983
1525	6370	1978
1526	6374	1974
1527	6378	1970
1528	6382	1966
1529	6386	1961
1530	6390	1957
1531	6394	1953
1532	6398	1949
1533	6402	1945
1534	6407	1940
1535	6411	1936
1536	6415	1932
1537	6419	1928
1538	6423	1924
1539	6427	1919
1540	6431	1915
1541	6435	1911
1542	6440	1907
1543	6444	1903
1544	6448	1898
1545	6451	1894
1546	6456	1890
1547	6460	1886
1548	6464	1882
1549	6468	1877
1550	6473	1873
1551	6476	1869
1552	6480	1865
1553	6484	1861
1554	6489	1857
1555	6494	1853
1556	6497	1848
1557	6501	1844
1558	6505	1840
1559	6509	1836
1560	6513	1831
1561	6517	1827
1562	6521	1823
1563	6525	1819
1564	6529	1814
1565	6533	1810
1566	6537	1806
1567	6541	1802
1568	6545	1798
1569	6549	1793
1570	6553	1789
1571	6557	1785
1572	6561	1781
1573	6564	1776
1574	6568	1772
1575	6573	1768
1576	6578	1764
1577	6581	1760
1578	6586	1756
1579	6589	1751
1580	6593	1747
1581	6597	1743
1582	6601	1739
1583	6605	1734
1584	6609	1730
1585	6613	1726
1586	6618	1722
1587	6622	1718
1588	6626	1713
1589	6630	1709
1590	6634	1705
1591	6638	1701
1592	6642	1697
1593	6646	1692
1594	6651	1688
1595	6655	1684
1596	6659	1680
1597	6663	1676
1598	6668	1672
1599	6672	1668
1600	6676	1663
1601	6680	1659
1602	6684	1655
1603	6689	1651
1604	6692	1647
1605	6697	1642
1606	6701	1638
1607	6704	1634
1608	6708	1630
1609	6712	1625
1610	6716	1621
1611	6720	1617
1612	6724	1613
1613	6728	1609
1614	6733	1605
1615	6738	1601
1616	6742	1596
1617	6745	1592
1618	6750	1588
1619	6754	1584
1620	6759	1580
1621	6763	1576
1622	6767	1572
1623	6771	1567
1624	6775	1563
1625	6778	1559
1626	6785	1555
1627	6789	1551
1628	6792	1546
1629	6796	1542
1630	6800	1538
1631	6804	1534
1632	6808	1530
1633	6812	1525
1634	6816	1521
1635	6819	1517
1636	6823	1513
1637	6827	1508
1638	6831	1504
1639	6835	1500
1640	6838	1496
1641	6842	1491
1642	6846	1487
1643	6850	1483
1644	6854	1479
1645	6858	1474
1646	6863	1470
1647	6866	1466
1648	6870	1462
1649	6874	1458
1650	6879	1454
1651	6883	1450
1652	6887	1445
1653	6891	1441
1654	6896	1437
1655	6900	1433
1656	6904	1429
1657	6908	1425
1658	6913	1421
1659	6918	1416
1660	6922	1412
1661	6925	1408
1662	6929	1404
1663	6933	1400
1664	6937	1395
1665	6941	1391
1666	6946	1387
1667	6949	1383
1668	6953	1379
1669	6957	1374
1670	6962	1370
1671	6965	1366
1672	6969	1362
1673	6972	1357
1674	6977	1353
1675	6981	1349
1676	6984	1345
1677	6988	1341
1678	6992	1336
1679	6996	1332
1680	7000	1328
1681	7004	1324
1682	7008	1320
1683	7012	1315
1684	7016	1311
1685	7020	1307
1686	7024	1303
1687	7028	1299
1688	7032	1294
1689	7036	1290
